Sample;Intensity;Prevalence;Year;Depth;Length;Area
987;3;1;2000;121;69;1
988;3;1;2000;102;53;2
989;3;1;2000;285;62;3
990;3;1;2000;285;72;3
991;3;1;2000;270;69;4
992;3;1;2000;260;51;4
993;3;1;2000;146;73;3
994;3;1;2000;121;74;1
995;3;1;2000;121;92;1
996;3;1;2000;270;60;4
997;3;1;2000;121;61;1
998;3;1;2000;121;62;1
999;3;1;2000;270;69;4
1000;3;1;2000;146;66;3
1001;3;1;2000;146;64;3
1002;4;1;2000;121;63;1
1003;4;1;2000;102;48;2
1004;4;1;2000;237;56;2
1005;4;1;2000;237;47;2
1006;4;1;2000;237;55;2
1007;4;1;2000;270;58;4
1008;4;1;2000;146;72;3
1009;4;1;2000;121;59;1
1010;4;1;2000;121;62;1
1011;4;1;2000;121;52;1
1012;4;1;2000;121;55;1
1013;4;1;2000;121;59;1
1014;4;1;2000;260;68;4
1015;5;1;2000;121;41;1
1016;5;1;2000;285;71;3
1017;5;1;2000;270;38;4
1018;5;1;2000;146;78;3
1019;5;1;2000;146;45;3
1020;5;1;2000;121;60;1
1021;5;1;2000;121;79;1
1022;5;1;2000;260;71;4
1023;5;1;2000;146;60;3
1024;6;1;2000;102;45;2
1025;6;1;2000;285;51;3
1026;6;1;2000;260;38;4
1027;7;1;2000;260;46;4
1028;7;1;2000;121;66;1
1029;7;1;2000;146;70;3
1030;8;1;2000;121;49;1
1031;8;1;2000;121;49;1
1032;8;1;2000;285;60;3
1033;8;1;2000;260;58;4
1034;8;1;2000;146;46;3
1035;8;1;2000;146;43;3
1036;8;1;2000;260;55;4
1037;8;1;2000;121;65;1
1038;9;1;2000;121;70;1
1039;9;1;2000;237;66;2
1040;9;1;2000;270;43;4
1041;10;1;2000;121;43;1
1042;10;1;2000;270;33;4
1043;11;1;2000;260;53;4
1044;11;1;2000;260;35;4
1045;12;1;2000;285;38;3
1046;12;1;2000;285;44;3
1047;12;1;2000;270;28;4
1048;12;1;2000;260;35;4
1049;13;1;2000;146;29;3
1050;14;1;2000;260;60;4
1051;14;1;2000;121;63;1
1052;14;1;2000;121;68;1
1053;15;1;2000;121;58;1
1054;17;1;2000;260;67;4
1055;19;1;2000;121;58;1
1056;20;1;2000;121;58;1
1057;20;1;2000;260;61;4
1058;22;1;2000;270;54;4
1059;26;1;2000;285;53;3
1060;26;1;2000;270;49;4
1061;27;1;2000;270;53;4
1062;28;1;2000;260;63;4
1063;30;1;2000;260;67;4
1064;30;1;2000;260;38;4
1065;30;1;2000;146;47;3
1066;31;1;2000;146;43;3
1067;31;1;2000;260;80;4
1068;35;1;2000;270;51;4
1069;39;1;2000;285;57;3
1070;40;1;2000;270;53;4
1071;43;1;2000;270;34;4
1072;43;1;2000;146;93;3
1073;44;1;2000;270;55;4
1074;45;1;2000;285;60;3
1075;45;1;2000;260;51;4
1076;49;1;2000;270;48;4
1077;52;1;2000;270;49;4
1078;56;1;2000;146;29;3
1079;56;1;2000;121;54;1
1080;58;1;2000;270;41;4
1081;67;1;2000;102;54;2
1082;67;1;2000;260;60;4
1083;71;1;2000;146;30;3
1084;81;1;2000;260;35;4
1085;186;1;2000;146;22;3
1086;210;1;2000;260;37;4
1087;223;1;2000;270;36;4
1088;1;1;2001;90;72;1
1089;1;1;2001;199;67;2
1090;1;1;2001;199;48;2
1091;1;1;2001;199;62;2
1092;1;1;2001;199;77;2
1093;1;1;2001;199;56;2
1094;1;1;2001;199;71;2
1095;1;1;2001;98;57;3
1096;1;1;2001;220;68;4
1097;1;1;2001;125;68;4
1098;1;1;2001;125;72;4
1099;1;1;2001;140;46;4
1100;1;1;2001;140;44;4
1101;1;1;2001;140;43;4
1102;1;1;2001;140;45;4
1103;1;1;2001;140;51;4
1104;1;1;2001;228;58;4
1105;1;1;2001;228;49;4
1106;1;1;2001;228;40;4
1107;1;1;2001;228;52;4
1108;1;1;2001;180;59;3
1109;1;1;2001;193;56;3
1110;1;1;2001;193;32;3
1111;1;1;2001;193;35;3
1112;1;1;2001;193;33;3
1113;1;1;2001;122;54;3
1114;1;1;2001;122;59;3
1115;1;1;2001;122;55;3
1116;1;1;2001;122;68;3
1117;1;1;2001;122;65;3
1118;1;1;2001;122;56;3
1119;1;1;2001;256;61;3
1120;1;1;2001;276;53;2
1121;1;1;2001;276;68;2
1122;1;1;2001;256;57;3
1123;1;1;2001;98;58;3
1124;1;1;2001;125;84;4
1125;1;1;2001;125;84;4
1126;1;1;2001;140;85;4
1127;1;1;2001;140;79;4
1128;1;1;2001;140;72;4
1129;1;1;2001;256;59;3
1130;1;1;2001;276;82;2
1131;2;1;2001;112;29;1
1132;2;1;2001;112;27;1
1133;2;1;2001;199;72;2
1134;2;1;2001;199;52;2
1135;2;1;2001;220;53;4
1136;2;1;2001;125;61;4
1137;2;1;2001;228;42;4
1138;2;1;2001;228;49;4
1139;2;1;2001;193;54;3
1140;2;1;2001;122;63;3
1141;2;1;2001;122;56;3
1142;2;1;2001;256;56;3
1143;2;1;2001;256;56;3
1144;2;1;2001;260;49;2
1145;2;1;2001;110;41;2
1146;2;1;2001;110;57;2
1147;2;1;2001;140;59;4
1148;2;1;2001;125;76;4
1149;2;1;2001;140;NA;4
1150;2;1;2001;122;60;3
1151;2;1;2001;256;65;3
1152;2;1;2001;276;94;2
1153;3;1;2001;112;34;1
1154;3;1;2001;140;44;4
1155;3;1;2001;140;34;4
1156;3;1;2001;140;34;4
1157;3;1;2001;228;45;4
1158;3;1;2001;228;58;4
1159;3;1;2001;228;41;4
1160;3;1;2001;180;44;3
1161;3;1;2001;193;52;3
1162;3;1;2001;283;19;2
1163;3;1;2001;110;65;2
1164;3;1;2001;112;80;1
1165;3;1;2001;140;63;4
1166;3;1;2001;140;61;4
1167;3;1;2001;228;81;4
1168;3;1;2001;256;74;3
1169;4;1;2001;220;52;4
1170;4;1;2001;220;50;4
1171;4;1;2001;220;58;4
1172;4;1;2001;140;38;4
1173;4;1;2001;140;44;4
1174;4;1;2001;228;39;4
1175;4;1;2001;180;50;3
1176;4;1;2001;122;49;3
1177;4;1;2001;260;55;2
1178;4;1;2001;228;56;4
1179;4;1;2001;110;78;2
1180;4;1;2001;140;92;4
1181;4;1;2001;180;64;3
1182;4;1;2001;122;63;3
1183;5;1;2001;220;60;4
1184;5;1;2001;140;39;4
1185;5;1;2001;228;74;4
1186;5;1;2001;228;59;4
1187;5;1;2001;122;44;3
1188;5;1;2001;256;64;3
1189;5;1;2001;283;65;2
1190;5;1;2001;140;60;4
1191;5;1;2001;283;71;2
1192;5;1;2001;140;63;4
1193;6;1;2001;125;63;4
1194;6;1;2001;228;41;4
1195;6;1;2001;122;53;3
1196;6;1;2001;276;51;2
1197;6;1;2001;276;36;2
1198;6;1;2001;260;53;2
1199;6;1;2001;112;78;1
1200;6;1;2001;199;78;2
1201;7;1;2001;140;47;4
1202;7;1;2001;228;37;4
1203;7;1;2001;276;65;2
1204;8;1;2001;199;67;2
1205;8;1;2001;228;38;4
1206;8;1;2001;122;70;3
1207;8;1;2001;256;54;3
1208;8;1;2001;256;42;3
1209;8;1;2001;110;45;2
1210;8;1;2001;140;67;4
1211;8;1;2001;140;67;4
1212;9;1;2001;228;62;4
1213;9;1;2001;193;37;3
1214;9;1;2001;283;67;2
1215;10;1;2001;140;39;4
1216;10;1;2001;228;43;4
1217;10;1;2001;228;59;4
1218;10;1;2001;228;46;4
1219;10;1;2001;193;39;3
1220;11;1;2001;256;49;3
1221;13;1;2001;125;64;4
1222;13;1;2001;140;43;4
1223;13;1;2001;228;37;4
1224;14;1;2001;112;39;1
1225;14;1;2001;256;36;3
1226;14;1;2001;140;65;4
1227;16;1;2001;260;71;2
1228;17;1;2001;140;55;4
1229;17;1;2001;122;26;3
1230;18;1;2001;228;42;4
1231;18;1;2001;260;43;2
1232;18;1;2001;256;64;3
1233;19;1;2001;260;67;2
1234;20;1;2001;228;31;4
1235;20;1;2001;140;84;4
1236;30;1;2001;228;48;4
1237;34;1;2001;140;52;4
1238;36;1;2001;140;60;4
1239;40;1;2001;256;61;3
1240;42;1;2001;228;34;4
1241;45;1;2001;256;53;3
1242;46;1;2001;220;43;4
1243;46;1;2001;122;32;3
1244;49;1;2001;140;55;4
1245;50;1;2001;228;38;4
1246;55;1;2001;228;45;4
1247;75;1;2001;140;46;4
1248;84;1;2001;260;48;2
1249;89;1;2001;260;56;2
1250;90;1;2001;228;31;4
1251;104;1;2001;140;43;4
1252;125;1;2001;140;44;4
1253;128;1;2001;140;55;4
1254;257;1;2001;228;35;4
